qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status,label,instance_count,culture_count,heritage_count,has_instance,has_culture,has_heritage,has_golden_instance_qid,has_golden_culture_qid,has_golden_heritage_qid,unique_qid_count
Q2570,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q6262769,[],[],[],[],['Q107357104'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q1102410,['Q28'],[],[],[],['Q202866'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q37175,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q836773,['Q18097'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q134233,['Q30'],[],[],[],['Q215380'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q1702712,['Q30'],[],[],[],['Q1004'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q48987,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q505343,['Q155'],[],[],[],"['Q188451', 'Q107357104', 'Q210272']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,4
Q125590,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q71732,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q120392,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q12862,[],[],[],[],['Q5'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q11686993,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q109363,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q1202208,"['Q717', 'Q739']",[],[],[],"['Q188451', 'Q107357104']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,4
Q661919,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q31047,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q215762,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q63069,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q92498,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q179300,[],['Q142'],[],[],"['Q7188', 'Q1450662']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,3
Q252626,['Q29'],[],[],[],"['Q188451', 'Q107357104']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q3089,['Q142'],['Q142'],[],[],['Q41298'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q151152,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q14077,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q9268,[],[],[],[],"['Q9174', 'Q1189816', 'Q32090']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,3
Q1710868,[],[],[],[],['Q995347'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q356444,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q6304162,[],[],[],[],['Q51031626'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q6665249,[],[],[],[],"['Q28640', 'Q12737077']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q274934,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q46871,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q8492,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q548181,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q554284,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q179265,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q360,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q4223,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q273896,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q12773,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q389631,[],[],[],[],"['Q188451', 'Q107357104']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q25662,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q943908,[],['Q30'],[],[],['Q107655869'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q285061,[],[],[],[],['Q12812139'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q66253,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q520032,[],[],[],[],['Q7748'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q8794,[],['Q717'],[],[],['Q7278'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q34086,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q3190414,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q126870,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q123654,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q65087,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q483238,[],['Q884'],[],[],"['Q18127', 'Q5354754', 'Q891723']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,4
Q6323922,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q8515,[],"['Q889', 'Q843']","['Q183056', 'Q188933', 'Q185442', 'Q178471', 'Q183314']",[],['Q4022'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,8
Q6149547,['Q17'],[],[],[],['Q107357104'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q311315,[],['Q796'],['Q1530'],[],['Q123705'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q2932927,['Q11767'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q1034288,[],[],[],[],['Q63187345'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q1721546,[],['Q43287'],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,1
Q67094,[],['Q39'],['Q65246908'],[],"['Q532', 'Q70208', 'Q19730508', 'Q123705', 'Q902814']",['Q12127133'],Cultural Exclusive,5,0,1,1,0,1,1,0,1,8
Q625975,[],['Q884'],[],[],"['Q4830453', 'Q20739124', 'Q5354754', 'Q18127']",[],Cultural Exclusive,4,0,0,1,0,0,1,0,0,5
Q6350738,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q1502766,[],[],[],[],['Q201658'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q6359807,[],['Q17'],[],[],"['Q431289', 'Q768186']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,3
Q338861,[],['Q17'],"['Q214051', 'Q11590562']",[],"['Q123705', 'Q1620908', 'Q1187811']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,6
Q8642,[],['Q30'],['Q1204'],[],['Q4022'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q3062158,[],['Q30'],['Q41819'],[],['Q12973014'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q1723934,[],['Q183'],['Q64'],[],"['Q22733', 'Q27686', 'Q2190251', 'Q18674739', 'Q216107', 'Q1007870', 'Q667276', 'Q6501349']",['Q811165'],Cultural Exclusive,8,0,1,1,0,1,1,0,1,11
Q2689619,[],[],[],[],['Q5891'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q924171,[],"['Q222', 'Q1246']",[],[],"['Q7748', 'Q1479995']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,4
Q161141,[],['Q41304'],[],[],"['Q25906438', 'Q13418847']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q3192940,[],[],[],[],['Q32880'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q4203530,['Q252'],['Q252'],[],"['Q682079', 'Q2717220']","['Q19861951', 'Q8195619', 'Q746549']",[],Cultural Exclusive,3,2,0,1,1,0,1,0,0,6
Q100309406,[],['Q33'],['Q47034'],[],['Q385378'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q77567,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q87902,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q87095,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q67053,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q23811,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q63159,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q107494,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q58853,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q91627,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q36824,[],['Q230'],[],[],['Q375336'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q3193781,[],[],[],[],['Q32880'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q636,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q5586,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1436107,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q3194369,[],['Q30'],[],[],"['Q11396960', 'Q375336']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q6380354,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q277165,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q130777,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q280744,[],['Q30'],[],[],['Q18608583'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q4219052,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q2528388,[],[],[],[],"['Q1826286', 'Q1530022']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,2
Q186,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q55249,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q4270045,[],['Q27'],[],[],['Q1007870'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q6394187,[],[],[],[],"['Q2243831', 'Q962139']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,2
Q43281,['Q145'],['Q145'],[],[],['Q41298'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q1739999,[],['Q145'],['Q21713103'],[],"['Q207694', 'Q1007870', 'Q27032435', 'Q866133']",[],Cultural Exclusive,4,0,0,1,0,0,1,0,0,6
Q361587,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q30893,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q26091,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q125995379,[],['Q30'],[],[],['Q12819564'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q518808,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1364455,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q5732842,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q107612872,['Q889030'],[],[],[],['Q107357104'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q23977,[],['Q212'],['Q42308'],[],"['Q3918', 'Q2385804', 'Q41176']",[],Cultural Exclusive,3,0,0,1,0,0,0,0,0,5
Q6401901,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q3520517,[],['Q668'],[],[],['Q349'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q3306421,[],[],[],['Q172365'],[],[],Cultural Exclusive,0,1,0,0,1,0,0,0,0,1
Q651481,[],[],[],[],['Q4835091'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q1862619,['Q7204'],[],[],[],['Q2095'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q3196321,[],[],[],[],['Q32880'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q1538190,[],[],[],[],"['Q334166', 'Q768186']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,2
Q318296,[],[],[],[],['Q130583773'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q584571,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q11611193,[],[],[],[],['Q4164871'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q1275518,"['Q1032', 'Q1033']",['Q1033'],[],[],"['Q8195619', 'Q746549', 'Q2602563']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,5
Q3196604,[],[],[],[],['Q66747521'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q483503,[],['Q884'],[],[],['Q33506'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q125447,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q638636,[],[],[],[],['Q3516833'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q12608549,[],"['Q28322', 'Q28208', 'Q881', 'Q17']",[],[],['Q1156854'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,5
Q285604,[],['Q145'],"['Q157341', 'Q1742192']",[],"['Q55488', 'Q55485', 'Q811979']",['Q15700834'],Cultural Exclusive,3,0,1,1,0,1,1,0,0,7
Q2409583,[],[],[],[],['Q12737077'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2278467,[],['Q159'],[],[],['Q220505'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q5397901,[],[],[],[],['Q5'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q76478,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q121817,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q6416261,[],['Q668'],[],[],['Q35127'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q185687,[],['Q801'],"['Q41621', 'Q12029238']",[],"['Q486972', 'Q123705', 'Q56061']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,6
Q1456750,[],[],[],[],"['Q628455', 'Q371174', 'Q45594']",[],Cultural Exclusive,3,0,0,1,0,0,1,0,0,3
Q735115,[],['Q28'],['Q1781'],[],['Q811979'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q3197571,[],['Q17'],[],[],['Q1107679'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q477371,['Q145'],[],[],[],"['Q7777573', 'Q201658', 'Q223393', 'Q968159']",[],Cultural Representative,4,0,0,1,0,0,1,0,0,5
Q53834,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2918273,[],['Q221'],[],[],"['Q12973014', 'Q13393265']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q106670,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q62660,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q22321342,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q571264,[],['Q189'],[],[],"['Q847017', 'Q476028']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q335750,[],['Q189'],[],[],['Q847017'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q1189374,[],['Q17'],[],[],"['Q1156854', 'Q2738074']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,3
Q2330480,[],[],[],[],['Q12737077'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q42309996,[],[],[],[],['Q63241860'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q726081,[],['Q17'],[],[],"['Q1320047', 'Q2085381']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,3
Q11261547,[],[],[],[],['Q55983715'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q373561,[],[],[],"['Q11772', 'Q17161', 'Q1747689']","['Q189819', 'Q2694643']",[],Cultural Exclusive,2,3,0,1,1,0,1,0,0,5
Q830655,[],['Q183'],[],[],"['Q2085381', 'Q1320047']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,3
Q498825,[],['Q884'],[],[],"['Q1616075', 'Q14350', 'Q1331793']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,4
Q1784393,[],['Q15180'],[],[],['Q1156854'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,2
Q6453984,[],[],[],[],['Q107357104'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q580798,[],[],[],[],['Q327333'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q474063,[],['Q36'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q12410060,[],[],[],[],['Q16334298'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q6433794,[],[],[],[],['Q28823'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q6434584,[],[],[],['Q11772'],[],[],Cultural Exclusive,0,1,0,0,1,0,0,0,0,1
Q508040,[],"['Q945', 'Q962']","['Q316216', 'Q3408886']",[],"['Q1129474', 'Q486972', 'Q4989906']",['Q9259'],Cultural Exclusive,3,0,1,1,0,1,0,0,0,8
Q3067028,[],['Q36'],[],[],"['Q12973014', 'Q15720476']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q44892,['Q183'],[],[],[],['Q215380'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q22860,[],['Q183'],['Q985'],[],['Q4022'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q2098139,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q10753123,"['Q214', 'Q213']",[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,2
Q16978,[],"['Q159', 'Q34266', 'Q15180']","['Q4242974', 'Q280458', 'Q4148762', 'Q280458', 'Q4450798']",[],"['Q515', 'Q7930989']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,9
Q55165,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q55169,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q6441781,[],[],[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,0
Q964296,"['Q668', 'Q843']",[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,2
Q3509633,[],[],[],[],"['Q82821', 'Q4618']",[],Cultural Exclusive,2,0,0,1,0,0,0,0,0,2
Q8519,[],"['Q843', 'Q889']","['Q183314', 'Q167485', 'Q188147', 'Q178471']",[],['Q4022'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,7
Q208607,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q614652,[],['Q39'],['Q78'],[],"['Q1007870', 'Q3196771', 'Q1497649']",['Q8274529'],Cultural Exclusive,3,0,1,1,0,1,1,0,0,6
Q612774,[],['Q39'],['Q70'],[],"['Q3196771', 'Q1007870', 'Q1497649']",['Q12126757'],Cultural Exclusive,3,0,1,1,0,1,1,0,1,6
Q1792414,[],['Q33'],['Q1757'],[],"['Q1007870', 'Q33506', 'Q41176']","['Q60986091', 'Q97012076']",Cultural Exclusive,3,0,2,1,0,1,1,0,0,7
Q1792425,[],['Q39'],['Q72'],[],"['Q1007870', 'Q207694', 'Q1497649', 'Q3325736']",[],Cultural Exclusive,4,0,0,1,0,0,1,0,0,6
Q543957,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q8152262,[],"['Q212', 'Q184', 'Q931565']",[],[],"['Q20900468', 'Q82821']",[],Cultural Representative,2,0,0,1,0,0,0,0,0,5
Q2513785,[],['Q28573'],[],[],"['Q4164871', 'Q12737077']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,3
Q452148,[],['Q183'],[],[],['Q378427'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q6445752,[],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,0
Q440388,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q107696,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q61185,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2602731,[],[],[],[],['Q21070568'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,1
Q510628,[],['Q31'],[],[],"['Q2912397', 'Q18608583']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q282585,[],['Q34'],[],[],['Q18608583'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q3412607,[],[],[],[],['Q107357104'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q2268579,[],[],[],[],['Q15773317'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q399275,[],[],[],[],['Q349'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q46386,"['Q142', 'Q38']",[],[],[],['Q11424'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,3
Q292658,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q856640,[],['Q142'],"['Q170507', 'Q90']",[],"['Q62127981', 'Q866133', 'Q166118', 'Q7075']",[],Cultural Exclusive,4,0,0,1,0,0,0,0,0,7
Q8656,[],['Q142'],"['Q456', 'Q3351']",[],"['Q54050', 'Q123705']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,5
Q537664,['Q186096'],[],[],[],['Q41298'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,2
Q3210226,[],['Q145'],[],[],['Q11396960'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q6464763,[],['Q96'],[],[],['Q107357104'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q3502860,[],['Q142'],"['Q456', 'Q3344']",[],"['Q33506', 'Q1007870']",[],Cultural Exclusive,2,0,0,1,0,0,1,0,0,5
Q538382,[],"['Q183', 'Q7318', 'Q41304']",['Q504740'],[],"['Q12518', 'Q2772772', 'Q4989906', 'Q1885014']","['Q11691318', 'Q85192696']",Cultural Exclusive,4,0,2,1,0,1,0,0,0,10
Q6493,[],[],[],[],['Q746549'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q46044,['Q29'],[],[],[],['Q11424'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q18768,[],['Q222'],"['Q123602', 'Q13037419', 'Q22009697']",[],['Q515'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,5
Q231250,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q2386515,[],['Q31'],[],[],['Q2095'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q46573,['Q38'],[],[],[],['Q215380'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q1346,[],['Q159'],[],[],"['Q786820', 'Q6881511']",[],Cultural Representative,2,0,0,1,0,0,1,0,0,3
Q3778516,[],[],[],[],['Q349'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q474338,[],[],[],[],['Q3305213'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,1
Q130299300,[],[],[],[],"['Q4442611', 'Q12684', 'Q28972120']",[],Cultural Representative,3,0,0,1,0,0,1,0,0,3
Q19604789,[],['Q1033'],['Q815913'],[],['Q2269756'],[],Cultural Exclusive,1,0,0,1,0,0,0,0,0,3
Q934095,['Q794'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q30896,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q1801748,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q1639,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q224470,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q113649017,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q2269650,[],[],[],[],['Q28823'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q663714,['Q686'],[],[],[],[],[],Cultural Representative,0,0,0,0,0,0,0,0,0,1
Q4354683,[],[],[],[],"['Q268592', 'Q334166']",[],Cultural Agnostic,2,0,0,1,0,0,1,0,0,2
Q271669,[],[],[],[],['Q12046615'],[],Cultural Agnostic,1,0,0,1,0,0,0,0,0,1
Q2815948,[],[],[],[],"['Q28640', 'Q108300140', 'Q12737077']",[],Cultural Agnostic,3,0,0,1,0,0,1,0,0,3
Q452935,[],['Q39'],['Q67778'],[],"['Q811979', 'Q615810', 'Q24699794']","['Q8274529', 'Q12127133']",Cultural Exclusive,3,0,2,1,0,1,1,0,1,7
Q17068517,[],['Q668'],[],[],['Q349'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,2
Q8870,[],['Q183'],[],[],"['Q197952', 'Q2085381', 'Q1320047']",[],Cultural Representative,3,0,0,1,0,0,0,0,0,4
Q3237462,[],[],[],[],['Q107357104'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q539615,[],[],[],[],[],[],Cultural Agnostic,0,0,0,0,0,0,0,0,0,0
Q100318,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
Q6489094,[],[],[],[],['Q11460'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q25618,[],[],[],[],['Q16521'],[],Cultural Agnostic,1,0,0,1,0,0,1,0,0,1
Q185,[],[],[],[],['Q5'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,1
Q208758,['Q29'],['Q29'],[],[],['Q3305213'],[],Cultural Representative,1,0,0,1,0,0,0,0,0,2
Q20034,['Q38'],[],[],[],['Q746549'],[],Cultural Representative,1,0,0,1,0,0,1,0,0,2
Q2640756,[],"['Q15180', 'Q302045']",[],[],[],[],Cultural Exclusive,0,0,0,0,0,0,0,0,0,2
Q655083,[],[],[],[],['Q5'],[],Cultural Exclusive,1,0,0,1,0,0,1,0,0,1
