qid,country_of_origin,country,located_in,part_of_culture,instance_of,heritage_status
Q1862619,['q7204'],[],[],[],['q2095'],[]
Q3196321,[],[],[],[],['q32880'],[]
Q1538190,[],[],[],[],"['q334166', 'q768186']",[]
Q318296,[],[],[],[],['q130583773'],[]
Q584571,[],[],[],[],[],[]
Q11611193,[],[],[],[],['q4164871'],[]
Q1275518,"['q1032', 'q1033']",['q1033'],[],[],"['q8195619', 'q746549', 'q2602563']",[]
Q3196604,[],[],[],[],['q66747521'],[]
Q483503,[],['q884'],[],[],['q33506'],[]
Q125447,[],[],[],[],['q5'],[]
Q638636,[],[],[],[],['q3516833'],[]
Q12608549,[],"['q28322', 'q28208', 'q881', 'q17']",[],[],['q1156854'],[]
Q285604,[],['q145'],"['q157341', 'q1742192']",[],"['q55488', 'q55485', 'q811979']",['q15700834']
Q2409583,[],[],[],[],['q12737077'],[]
Q2278467,[],['q159'],[],[],['q220505'],[]
Q5397901,[],[],[],[],['q5'],[]
Q76478,[],[],[],[],['q5'],[]
Q121817,[],[],[],[],['q5'],[]
Q6416261,[],['q668'],[],[],['q35127'],[]
Q185687,[],['q801'],"['q41621', 'q12029238']",[],"['q486972', 'q123705', 'q56061']",[]
Q1456750,[],[],[],[],"['q628455', 'q371174', 'q45594']",[]
Q735115,[],['q28'],['q1781'],[],['q811979'],[]
Q3197571,[],['q17'],[],[],['q1107679'],[]
Q477371,['q145'],[],[],[],"['q7777573', 'q201658', 'q223393', 'q968159']",[]
Q53834,[],[],[],[],['q5'],[]
Q2918273,[],['q221'],[],[],"['q12973014', 'q13393265']",[]
Q106670,[],[],[],[],['q5'],[]
Q62660,[],[],[],[],['q5'],[]
Q22321342,[],[],[],[],['q5'],[]
Q571264,[],['q189'],[],[],"['q847017', 'q476028']",[]
Q335750,[],['q189'],[],[],['q847017'],[]
Q1189374,[],['q17'],[],[],"['q1156854', 'q2738074']",[]
Q2330480,[],[],[],[],['q12737077'],[]
Q42309996,[],[],[],[],['q63241860'],[]
Q726081,[],['q17'],[],[],"['q1320047', 'q2085381']",[]
Q11261547,[],[],[],[],['q55983715'],[]
Q373561,[],[],[],"['q11772', 'q17161', 'q1747689']","['q189819', 'q2694643']",[]
Q830655,[],['q183'],[],[],"['q2085381', 'q1320047']",[]
Q498825,[],['q884'],[],[],"['q1616075', 'q14350', 'q1331793']",[]
Q1784393,[],['q15180'],[],[],['q1156854'],[]
Q6453984,[],[],[],[],['q107357104'],[]
Q580798,[],[],[],[],['q327333'],[]
Q474063,[],['q36'],[],[],['q378427'],[]
Q12410060,[],[],[],[],['q16334298'],[]
Q6433794,[],[],[],[],['q28823'],[]
Q6434584,[],[],[],['q11772'],[],[]
Q508040,[],"['q945', 'q962']","['q316216', 'q3408886']",[],"['q1129474', 'q486972', 'q4989906']",['q9259']
Q3067028,[],['q36'],[],[],"['q12973014', 'q15720476']",[]
Q44892,['q183'],[],[],[],['q215380'],[]
Q22860,[],['q183'],['q985'],[],['q4022'],[]
Q2098139,[],[],[],[],[],[]
Q10753123,"['q214', 'q213']",[],[],[],[],[]
Q16978,[],"['q159', 'q34266', 'q15180']","['q4242974', 'q280458', 'q4148762', 'q280458', 'q4450798']",[],"['q515', 'q7930989']",[]
Q55165,[],[],[],[],['q5'],[]
Q55169,[],[],[],[],['q5'],[]
Q6441781,[],[],[],[],[],[]
Q964296,"['q668', 'q843']",[],[],[],[],[]
Q3509633,[],[],[],[],"['q82821', 'q4618']",[]
Q8519,[],"['q843', 'q889']","['q183314', 'q167485', 'q188147', 'q178471']",[],['q4022'],[]
Q208607,[],[],[],[],[],[]
Q614652,[],['q39'],['q78'],[],"['q1007870', 'q3196771', 'q1497649']",['q8274529']
Q612774,[],['q39'],['q70'],[],"['q3196771', 'q1007870', 'q1497649']",['q12126757']
Q1792414,[],['q33'],['q1757'],[],"['q1007870', 'q33506', 'q41176']","['q60986091', 'q97012076']"
Q1792425,[],['q39'],['q72'],[],"['q1007870', 'q207694', 'q1497649', 'q3325736']",[]
Q543957,[],[],[],[],['q5'],[]
Q8152262,[],"['q212', 'q184', 'q931565']",[],[],"['q20900468', 'q82821']",[]
Q2513785,[],['q28573'],[],[],"['q4164871', 'q12737077']",[]
Q452148,[],['q183'],[],[],['q378427'],[]
Q6445752,[],[],[],[],[],[]
Q440388,[],[],[],[],['q5'],[]
Q107696,[],[],[],[],['q5'],[]
Q61185,[],[],[],[],['q5'],[]
Q2602731,[],[],[],[],['q21070568'],[]
Q510628,[],['q31'],[],[],"['q2912397', 'q18608583']",[]
Q282585,[],['q34'],[],[],['q18608583'],[]
Q3412607,[],[],[],[],['q107357104'],[]
Q2268579,[],[],[],[],['q15773317'],[]
Q399275,[],[],[],[],['q349'],[]
Q46386,"['q142', 'q38']",[],[],[],['q11424'],[]
Q292658,[],[],[],[],['q5'],[]
Q856640,[],['q142'],"['q170507', 'q90']",[],"['q62127981', 'q866133', 'q166118', 'q7075']",[]
Q8656,[],['q142'],"['q456', 'q3351']",[],"['q54050', 'q123705']",[]
Q537664,['q186096'],[],[],[],['q41298'],[]
Q3210226,[],['q145'],[],[],['q11396960'],[]
Q6464763,[],['q96'],[],[],['q107357104'],[]
Q3502860,[],['q142'],"['q456', 'q3344']",[],"['q33506', 'q1007870']",[]
Q538382,[],"['q183', 'q7318', 'q41304']",['q504740'],[],"['q12518', 'q2772772', 'q4989906', 'q1885014']","['q11691318', 'q85192696']"
Q6493,[],[],[],[],['q746549'],[]
Q46044,['q29'],[],[],[],['q11424'],[]
Q18768,[],['q222'],"['q123602', 'q13037419', 'q22009697']",[],['q515'],[]
Q231250,[],[],[],[],[],[]
Q2386515,[],['q31'],[],[],['q2095'],[]
Q46573,['q38'],[],[],[],['q215380'],[]
Q1346,[],['q159'],[],[],"['q786820', 'q6881511']",[]
Q3778516,[],[],[],[],['q349'],[]
Q474338,[],[],[],[],['q3305213'],[]
Q130299300,[],[],[],[],"['q4442611', 'q12684', 'q28972120']",[]
Q19604789,[],['q1033'],['q815913'],[],['q2269756'],[]
Q934095,['q794'],[],[],[],[],[]
Q30896,[],[],[],[],['q5'],[]
Q1801748,[],[],[],[],[],[]
Q1639,[],[],[],[],['q5'],[]
Q224470,[],[],[],[],['q16521'],[]
Q113649017,[],[],[],[],['q16521'],[]
Q2269650,[],[],[],[],['q28823'],[]
Q663714,['q686'],[],[],[],[],[]
Q4354683,[],[],[],[],"['q268592', 'q334166']",[]
Q271669,[],[],[],[],['q12046615'],[]
Q2815948,[],[],[],[],"['q28640', 'q108300140', 'q12737077']",[]
Q452935,[],['q39'],['q67778'],[],"['q811979', 'q615810', 'q24699794']","['q8274529', 'q12127133']"
Q17068517,[],['q668'],[],[],['q349'],[]
Q8870,[],['q183'],[],[],"['q197952', 'q2085381', 'q1320047']",[]
Q3237462,[],[],[],[],['q107357104'],[]
Q539615,[],[],[],[],[],[]
Q100318,[],[],[],[],['q5'],[]
Q6489094,[],[],[],[],['q11460'],[]
Q25618,[],[],[],[],['q16521'],[]
Q185,[],[],[],[],['q5'],[]
Q208758,['q29'],['q29'],[],[],['q3305213'],[]
Q20034,['q38'],[],[],[],['q746549'],[]
Q2640756,[],"['q15180', 'q302045']",[],[],[],[]
Q655083,[],[],[],[],['q5'],[]
Q552997,[],[],[],[],['q5'],[]
Q508320,[],[],[],[],['q223393'],[]
Q5235171,[],[],[],[],['q16521'],[]
Q2119408,[],[],[],[],['q206615'],[]
Q6496542,[],[],[],[],['q110220157'],[]
Q547137,"['q12585', 'q29', 'q45']",[],[],[],['q188451'],[]
Q321621,[],['q142'],['q90'],[],['q123705'],[]
Q6457535,[],[],[],[],[],[]
Q574784,[],[],[],[],['q188451'],[]
Q1515205,['q189'],[],[],[],[],[]
Q76677,[],[],[],[],['q5'],[]
Q111840542,[],[],[],[],['q5'],[]
Q6499703,[],['q27'],[],[],['q378427'],[]
Q104000,[],[],[],[],['q5'],[]
Q55245,[],[],[],[],['q5'],[]
Q2477135,['q218'],[],[],[],['q66715801'],[]
Q488416,[],[],[],[],[],[]
Q732717,[],[],[],[],[],[]
Q4072853,[],[],[],[],[],[]
Q2975801,[],[],[],[],[],[]
Q2548873,[],[],[],[],[],[]
Q16915192,[],[],[],[],[],[]
Q3039797,[],['q27'],[],[],[],[]
Q123630,[],['q159'],[],[],['q2473705'],[]
Q2721171,[],['q145'],[],[],[],[]
Q4184949,[],['q212'],[],[],['q7748'],[]
Q976128,[],['q29'],[],[],"['q846882', 'q7748']",[]
Q63300138,[],[],[],[],"['q214214', 'q2478386']",[]
Q1076,['q145'],[],[],[],['q215380'],[]
Q6505424,[],[],[],[],['q12737077'],[]
Q1076136,[],[],[],[],[],[]
Q2632589,['q36'],[],[],[],['q746549'],[]
Q95021,['q38'],[],[],[],['q1004'],[]
Q345276,[],['q36'],['q7095'],[],"['q16560', 'q33506']","['q29940414', 'q56337681']"
Q45752,['q30'],[],[],[],['q215380'],[]
Q2724996,[],['q30'],[],[],"['q13418847', 'q126287984']",[]
Q4724,[],[],[],[],['q5'],[]
Q404254,[],[],[],[],['q1004'],[]
Q42417559,[],[],[],[],['q4164871'],[]
Q883537,[],[],[],[],[],[]
Q108855783,[],['q408'],[],[],"['q4164871', 'q13406463', 'q82955', 'q1553195']",[]
Q122165854,[],['q408'],[],[],"['q4164871', 'q13406463', 'q82955', 'q1553195']",[]
Q23073678,[],['q408'],[],[],"['q294414', 'q82955', 'q13406463']",[]
Q109678442,[],['q408'],[],[],"['q4164871', 'q82955', 'q1553195', 'q13406463']",[]
Q872625,"['q183', 'q40']",[],[],[],['q746549'],[]
Q17096605,[],[],[],[],[],[]
Q559376,"['q189', 'q183', 'q27']",[],[],[],['q202866'],[]
Q10316916,[],['q155'],[],[],"['q1530022', 'q4430243', 'q79913']",[]
Q4175034,[],[],[],[],"['q12737077', 'q108300140']",[]
Q1813525,[],[],[],[],['q7777573'],[]
Q931367,[],[],[],[],[],[]
Q281552,[],[],[],[],"['q1079023', 'q18608583']",[]
Q158478,[],"['q159', 'q15180']",[],[],"['q1762059', 'q375336']",[]
Q375421,[],[],[],[],['q5'],[]
Q1827035,[],[],[],[],['q746549'],[]
Q1395,[],[],[],[],['q5'],[]
Q214666,[],[],[],[],['q5'],[]
Q33391,[],[],[],[],['q5'],[]
Q121712,[],[],[],[],['q5'],[]
Q762,[],[],[],[],['q5'],[]
Q478194,[],['q183'],['q2973'],[],['q378427'],[]
Q87071,[],[],[],[],['q5'],[]
Q3070230,[],['q142'],[],[],['q220505'],[]
Q8297,[],['q142'],"['q456', 'q3358']",[],['q123705'],[]
Q8207,[],['q142'],['q3344'],[],['q123705'],[]
Q276460,[],['q31'],[],[],['q18127'],[]
Q1785888,[],[],[],['q11772'],[],[]
Q130443866,[],[],[],[],['q371174'],[]
Q124445488,[],[],[],[],['q11460'],[]
Q46361,"['q142', 'q38']",[],[],[],['q11424'],[]
Q658404,[],[],[],[],['q28640'],[]
Q6533680,[],[],[],[],[],[]
Q23640644,[],[],[],[],['q16887380'],[]
Q683146,[],"['q183', 'q30', 'q145', 'q31', 'q55', 'q32', 'q142', 'q408', 'q148', 'q8646', 'q668', 'q17', 'q833', 'q334', 'q16', 'q40']",[],[],"['q2085381', 'q56679069']",[]
Q62018250,[],[],[],[],[],[]
Q420883,['q30'],[],[],[],['q188451'],[]
Q12020074,[],['q801'],[],[],['q7748'],[]
Q17020543,[],['q30'],['q1297'],[],"['q42245028', 'q17884', 'q349']",[]
Q232595,[],['q17'],[],[],['q7278'],[]
Q9624,[],['q145'],[],[],['q7278'],[]
Q75660,[],['q45'],[],[],['q7278'],[]
Q4259813,[],[],[],[],[],[]
Q206898,[],[],[],[],"['q1826286', 'q7257', 'q995347']",[]
Q24236057,[],[],[],[],['q45594'],[]
Q1454319,[],[],[],[],[],[]
Q10889989,[],['q148'],['q16666'],[],['q200764'],[]
Q6542441,[],['q30'],['q1384'],[],"['q200764', 'q2085381']",[]
Q3237914,[],['q142'],['q238723'],[],['q200764'],[]
Q3831785,[],['q38'],[],[],['q200764'],[]
Q10816709,[],['q38'],[],[],['q200764'],[]
Q3446248,[],[],[],[],['q5'],[]
Q3992,[],"['q31', 'q58296', 'q71084', 'q12548', 'q146246', 'q468902', 'q6673921', 'q153080', 'q175211']","['q158835', 'q94000']",[],"['q515', 'q493522', 'q15273785', 'q866196', 'q956214', 'q1549591']",[]
Q2204257,['q31'],['q31'],[],[],['q2095'],[]
Q11078912,[],[],[],[],[],[]
Q6545380,[],[],[],[],[],[]
Q6545508,[],[],[],[],['q21114848'],[]
Q219271,[],[],[],[],['q3305213'],[]
Q1421557,[],[],[],[],['q1792379'],[]
Q6546249,[],[],[],[],['q3516833'],[]
Q1122127,['q30'],[],[],[],['q202866'],[]
Q1926327,[],['q55'],[],[],"['q12973014', 'q10517054']",[]
Q911999,[],[],[],[],['q214609'],[]
Q1130164,[],[],[],[],['q3516833'],[]
Q58807269,[],[],[],[],[],[]
Q13287,[],[],[],[],[],[]
Q32433,['q30'],[],[],[],['q11424'],[]
Q19895793,[],[],[],[],[],[]
Q428986,[],[],[],[],[],[]
Q1426327,[],[],[],[],[],[]
Q796635,[],[],[],[],[],[]
Q114093396,[],['q801'],[],[],"['q783794', 'q1194674', 'q63241860']",[]
Q59188,[],[],[],[],['q5'],[]
Q217671,"['q215', 'q40']",[],[],[],"['q1160573', 'q82821']",[]
Q105643368,[],[],[],[],['q11460'],[]
Q6557314,['q717'],[],[],[],[],[]
Q6557425,[],[],[],[],['q768186'],[]
Q1407909,[],[],[],[],[],[]
Q24455699,[],['q878'],[],[],['q13406463'],[]
Q2107967,[],[],[],[],['q5633421'],[]
Q72920,[],['q739'],[],[],['q13406463'],[]
Q3326717,[],[],[],[],['q49773'],[]
Q49719,[],['q183'],['q252466'],[],['q378427'],[]
Q2479906,[],[],[],[],[],[]
Q111768,['q30'],[],[],[],['q215380'],[]
Q111973269,[],[],[],[],['q39725049'],[]
Q82222,[],[],[],[],['q5'],[]
Q3831847,[],[],[],[],[],[]
Q172331,[],[],[],[],"['q2514663', 'q189819']",[]
Q11762017,[],['q184'],[],[],['q2915955'],[]
Q517386,[],[],[],[],['q1001378'],[]
Q25110269,[],[],[],[],"['q124026596', 'q201658', 'q110900120']",[]
Q1811076,[],[],[],[],['q746549'],[]
Q3257188,[],['q155'],[],[],['q200764'],[]
Q3408689,[],['q45'],['q15905280'],[],"['q2085381', 'q200764', 'q210272', 'q1320047']",['q22222923']
Q126868,[],['q40'],['q42880'],[],['q8502'],[]
Q3835724,"['q750', 'q419']",[],[],[],"['q107357104', 'q188451']",[]
Q924209,[],['q29'],['q15090'],[],['q220505'],[]
Q11330487,[],[],[],[],['q28823'],[]
Q6501447,[],[],[],[],['q1307214'],[]
Q54263924,[],[],[],[],"['q783794', 'q63241860']",[]
Q6664811,[],[],[],[],[],[]
Q6665845,[],[],[],[],"['q349', 'q184872']",[]
Q643677,[],['q29'],[],[],['q18127'],[]
Q754655,[],['q30'],[],[],['q107655869'],[]
Q366672,[],['q34'],['q504676'],[],"['q23413', 'q33506', 'q1497375', 'q2065736', 'q570116', 'q96211395']",['q24284072']
Q193627,[],[],[],[],"['q2915955', 'q2465832']",[]
Q14565331,[],[],[],[],['q28640'],[]
Q373982,['q1008'],[],[],[],"['q188451', 'q107357104']",[]
Q27877560,[],['q183'],[],[],"['q14350', 'q63241860']",[]
Q586307,"['q796', 'q43', 'q41', 'q858']",[],[],[],[],[]
Q124229,[],[],[],[],['q5'],[]
Q889643,[],['q30'],[],[],['q868557'],[]
Q2292291,['q664'],[],[],[],[],[]
Q1868851,['q419'],['q419'],[],[],"['q746549', 'q28100368']",[]
Q125943,[],['q30'],"['q54064', 'q54065', 'q18424', 'q18419', 'q11299']",[],"['q740752', 'q124130081', 'q4830453']",[]
Q474665,[],['q30'],['q49111'],[],"['q3947', 'q1258086', 'q5003624', 'q33506']","['q624232', 'q19558910']"
Q2578792,[],['q668'],[],[],['q1156854'],[]
Q1311092,[],[],[],[],[],[]
Q2915459,[],[],[],[],['q848197'],[]
Q65210,[],[],[],[],['q5'],[]
Q65630,[],[],[],[],['q5'],[]
Q574579,[],['q142'],[],[],"['q786820', 'q4830453', 'q2995256']",[]
Q65,[],['q30'],['q104994'],[],"['q13218391', 'q1093829', 'q515', 'q208511', 'q200250', 'q174844', 'q745456', 'q1549591', 'q131338872']",[]
Q2873436,[],['q30'],[],[],['q12973014'],[]
Q1146594,[],['q30'],[],[],['q11483816'],[]
Q3728198,['q29'],[],[],[],['q1004'],[]
Q3728192,['q29'],[],[],[],['q1004'],[]
Q6683558,[],[],[],[],['q371174'],[]
Q1268687,[],[],[],[],['q55553838'],[]
Q44174,[],['q30'],[],[],['q378427'],[]
Q13641060,[],[],[],[],[],[]
Q6685970,[],[],[],[],[],[]
Q4128,[],[],[],[],['q5'],[]
Q15079,[],[],[],[],['q5'],[]
Q541196,[],[],[],[],['q5'],[]
Q210134,[],[],[],[],['q5'],[]
Q529,[],[],[],[],['q5'],[]
Q7742,[],[],[],[],['q5'],[]
Q612121,[],['q30'],[],[],"['q327333', 'q20857085']",[]
Q4016589,[],[],[],[],['q9174'],[]
Q1872245,[],['q30'],[],[],['q12973014'],[]
Q6692083,[],[],[],[],"['q82821', 'q189819']",[]
Q1320115,[],[],[],[],[],[]
Q6692720,[],[],[],[],[],[]
Q12301128,[],[],[],[],['q29028649'],[]
Q6692780,[],[],[],[],[],[]
Q16511,[],['q29'],['q5756'],[],['q4022'],[]
Q474956,[],['q148'],[],[],['q23719064'],[]
Q91706,[],[],[],[],['q5'],[]
Q474409,[],[],[],[],['q3305213'],[]
Q115854,[],['q39'],['q4191'],[],"['q868557', 'q15275719', 'q43229']",[]
Q214381,[],[],[],[],['q5'],[]
Q214391,[],[],[],[],['q5'],[]
Q128516,['q38'],[],[],[],['q1004'],[]
Q438806,[],[],[],[],['q5'],[]
Q312392,[],[],[],[],['q5'],[]
Q1433,[],[],[],[],['q5'],[]
Q4251053,[],['q252'],[],[],['q7777573'],[]
Q30423,[],"['q39', 'q38']",['q834'],[],['q8502'],[]
Q129312,[],[],[],[],['q5'],[]
Q509930,[],['q30'],['q11299'],[],['q1007870'],[]
Q53049,[],[],[],[],['q5'],[]
Q1370714,[],[],[],[],['q9380081'],[]
Q25111162,[],[],[],[],[],[]
Q10710179,[],[],[],[],"['q11514315', 'q2915955']",[]
Q17051001,[],[],[],[],"['q36192', 'q82821']",[]
Q17067924,[],[],[],[],['q12737077'],[]
Q21166956,[],[],[],[],"['q66715801', 'q12737077']",[]
Q1877868,[],[],[],[],[],[]
Q1547289,[],['q183'],[],[],[],[]
Q124748790,[],[],[],[],['q5'],[]
Q8484,[],['q142'],"['q3358', 'q456']",[],"['q811979', 'q20860083']",[]
Q158462,['q30'],[],[],[],['q215380'],[]
Q11014,['q142'],['q142'],[],[],"['q1002697', 'q41298']",[]
Q568622,[],[],[],[],"['q4502119', 'q968159']",[]
Q822146,[],[],[],[],['q66715801'],[]
Q259594,[],[],[],[],['q5'],[]
Q6712059,[],['q258'],[],[],['q107655869'],[]
Q1470,[],[],[],[],['q5'],[]
Q4273740,[],[],[],[],"['q45594', 'q3026787', 'q7937565']",[]
Q2512103,[],[],[],[],['q5'],[]
Q3273914,[],['q142'],[],[],"['q1107679', 'q10689397']",[]
Q574985,[],[],[],[],"['q4502119', 'q968159']",[]
Q3842013,[],[],[],[],"['q3375722', 'q7777573', 'q12737077']",[]
Q6723172,[],[],[],[],[],[]
Q328271,[],[],[],[],['q13418847'],[]
Q1752,[],[],[],[],['q5'],[]
Q1883226,['q155'],['q155'],[],[],"['q61974339', 'q12973014']",[]
Q24011,[],[],[],[],['q3305213'],[]
Q2547125,['q668'],['q668'],['q1165'],[],"['q968159', 'q17399019']",[]
Q2666444,[],[],[],[],['q5'],[]
Q23620596,[],[],[],[],['q9174'],[]
Q3276118,[],[],[],[],['q107357104'],[]
Q1430083,[],['q183'],['q64'],[],['q868557'],[]
Q137476,['q38'],[],[],[],['q1004'],[]
Q535064,['q41'],[],[],[],['q107289424'],[]
Q2063326,[],[],[],[],['q206615'],[]
Q96391467,[],[],[],[],[],[]
Q623998,[],[],[],[],['q1004'],[]
Q262381,[],['q28'],[],[],"['q786820', 'q4830453']",[]
Q17051044,[],['q43'],[],[],['q15617994'],[]
Q17060446,[],[],[],[],['q45594'],[]
Q16979745,[],[],[],[],['q45594'],[]
Q842822,[],['q227'],"['q344569', 'q9248']",[],"['q12518', 'q4989906']",[]
Q848397,[],['q43'],"['q326339', 'q406']",[],"['q39715', 'q570116', 'q41176', 'q2319498', 'q11707', 'q4989906']",[]
Q98885,[],[],[],[],['q5'],[]
Q324215,[],['q142'],[],[],"['q13418847', 'q3199915']",[]
Q6735853,[],[],[],[],"['q133311', 'q82821']",[]
Q4986009,[],[],[],[],['q5'],[]
Q55621804,[],[],[],[],"['q3282637', 'q368290']",[]
Q2537117,[],['q30'],[],[],['q375336'],[]
Q1660312,[],[],[],[],['q107317889'],[]
Q6738353,[],[],[],[],[],[]
Q6957341,[],[],[],[],['q110401222'],[]
Q1901441,['q833'],[],[],[],"['q7777573', 'q107357104']",[]
Q3125354,[],[],[],[],[],[]
Q935666,[],[],[],[],"['q28640', 'q4220920', 'q15839299']",[]
Q1286804,[],[],[],[],['q746549'],[]
Q2384582,[],['q17'],['q1490'],[],['q9174'],[]
Q2308904,[],[],[],[],[],[]
Q1886687,['q39'],[],['q12771'],[],['q746549'],[]
Q751920,['q833'],[],[],['q66753730'],[],[]
Q6742038,['q252'],"['q252', 'q833']",[],[],[],[]
Q11341484,[],['q833'],[],[],['q13406463'],[]
Q511855,[],['q833'],[],[],['q3774608'],[]
Q44148,[],[],[],[],['q16334298'],[]
Q474198,[],[],[],[],['q3305213'],[]
Q104819,[],[],[],[],['q16521'],[]
Q18674606,[],[],[],[],['q16521'],[]
Q333002,['q241'],[],[],[],['q107357104'],[]
Q2636022,['q822'],['q822'],[],[],[],[]
Q205754,[],[],[],[],[],[]
Q19723482,[],[],[],[],"['q66715801', 'q12737077']",[]
Q109571,[],[],[],[],['q5'],[]
Q98220,[],[],[],[],['q5'],[]
Q191633,[],['q17'],[],[],['q28640'],[]
Q487497,[],['q884'],[],[],"['q618779', 'q378427']",[]
Q754669,[],"['q148', 'q865']",[],[],"['q26971562', 'q20087698']",[]
Q25397,[],[],[],[],['q16521'],[]
Q177748,[],['q30'],['q24861'],[],"['q123705', 'q20856087']",['q19558910']
Q17196835,[],[],[],[],"['q16521', 'q201676', 'q385378', 'q184418', 'q14745', 'q56627913']",[]
Q251831,[],['q183'],[],[],"['q20074337', 'q12973014']",[]
Q1503,[],[],[],[],['q5'],[]
Q751878,[],['q200464'],[],[],['q32880'],[]
Q6753350,[],[],[],[],['q45594'],[]
Q16512,[],['q29'],['q5756'],[],['q4022'],[]
Q6950633,[],[],[],['q6122670'],[],[]
Q32424,"['q408', 'q145', 'q142', 'q16']",[],[],[],['q11424'],[]
Q949173,[],['q414'],[],[],['q220505'],[]
Q538301,[],['q183'],"['q3869', 'q7902', 'q1199']",[],"['q751876', 'q41176', 'q23413']",[]
Q3272697,[],[],[],[],['q166118'],[]
Q38242,[],[],[],[],['q5'],[]
Q57588,[],[],[],[],['q5'],[]
Q96742,[],[],[],[],['q5'],[]
Q443531,[],[],[],[],['q5'],[]
Q124966,[],[],[],[],['q5'],[]
Q6759681,[],[],[],[],['q23719064'],[]
Q8553,[],"['q889', 'q874']",['q186392'],[],['q4022'],[]
Q68872,[],[],[],[],['q5'],[]
Q2467753,[],[],[],[],['q5'],[]
Q85201,[],[],[],[],['q5'],[]
Q107041,[],[],[],[],['q5'],[]
Q5617,[],[],[],[],['q5'],[]
Q203990,[],[],[],[],['q5'],[]
Q47496,[],[],[],[],['q5'],[]
Q126957,[],[],[],[],['q5'],[]
Q57792,[],[],[],[],['q5'],[]
Q6771379,[],['q145'],['q84'],[],['q200764'],[]
Q2260125,[],[],[],[],[],[]
Q84923,[],[],[],[],['q5'],[]
Q260617,[],[],[],[],['q5'],[]
Q16122928,[],['q1049'],[],[],"['q74817647', 'q82821', 'q2627975']",[]
Q1711770,[],[],[],[],['q334166'],[]
Q703795,[],[],[],[],['q5'],[]
Q9554,[],[],[],[],['q5'],[]
Q131948,[],[],[],[],['q5'],[]
Q93844,[],['q145'],['q205817'],[],"['q385994', 'q166118', 'q163740']",['q15700834']
Q1128756,['q408'],[],[],[],['q202866'],[]
Q133278742,[],[],[],[],['q82955'],[]
Q472799,[],[],[],[],['q3305213'],[]
Q1993,[],[],[],[],['q5'],[]
Q161524,[],[],[],[],[],[]
Q1505583,[],[],[],[],"['q223393', 'q2572794']",[]
Q9077486,[],[],[],[],[],[]
Q2207959,[],[],[],[],['q7777573'],[]
Q588474,[],['q30'],['q49185'],[],"['q207694', 'q1007870', 'q163740']",[]
Q620113,[],[],[],[],['q189819'],[]
Q4536,"['q30', 'q145']",[],[],[],['q11424'],[]
Q6787298,[],[],[],[],['q12737077'],[]
Q213890,[],[],[],[],['q5'],[]
Q6787791,[],[],[],[],[],[]
Q505286,[],['q668'],['q590361'],[],['q41176'],[]
Q328872,[],[],[],[],"['q83090', 'q152']",[]
Q43994,[],[],[],[],['q5'],[]
Q59464,[],['q16'],['q1904'],[],['q4022'],[]
Q1753854,[],[],[],[],[],[]
Q29086,[],[],[],[],['q5'],[]
Q18823,[],[],[],[],['q5'],[]
Q16849,[],[],[],[],['q5'],[]
Q2654880,[],[],[],[],['q746549'],[]
Q157886,[],['q183'],['q80560'],[],"['q44613', 'q19953632', 'q33506']",['q9259']
Q3301732,[],[],[],[],['q5'],[]
Q3045874,[],['q1028'],[],[],"['q868557', 'q15275719']",[]
Q123454,[],[],[],[],['q5'],[]
Q107985,[],[],[],[],['q5'],[]
Q474706,[],['q39'],['q72'],[],['q378427'],[]
Q63430,[],[],[],[],['q5'],[]
Q109423,[],[],[],[],['q5'],[]
Q85476,[],[],[],[],['q5'],[]
Q12706,[],[],[],[],['q5'],[]
Q430075,['q155'],[],[],[],"['q188451', 'q107357104']",[]
Q1881229,[],['q38'],"['q3940419', 'q220']",[],"['q207694', 'q1007870', 'q17431399', 'q33506', 'q108860593', 'q2087181', 'q614316']",['q26971668']
Q19526,[],[],[],[],['q5'],[]
Q3402900,"['q774', 'q792', 'q783', 'q242', 'q130978']",[],[],[],[],[]
Q6797024,[],['q30'],['q1527'],[],"['q4830453', 'q163740', 'q200764', 'q428044']",[]
Q16843760,[],['q145'],[],[],['q4164871'],[]
Q543597,[],['q29'],"['q1492', 'q1904302']",[],['q1007870'],[]
Q3352470,[],[],[],[],[],[]
Q3303092,[],[],[],[],['q9174'],[]
Q73399344,[],[],[],[],"['q66715801', 'q12737077']",[]
Q304509,[],['q30'],[],[],"['q1331793', 'q20739124', 'q778575', 'q891723', 'q783794']",[]
Q87990770,[],['q30'],[],[],['q63241860'],[]
Q10990,[],[],[],[],[],[]
Q5753009,[],['q29'],"['q5739', 'q55288']",[],['q2095'],[]
Q1916382,[],[],[],[],[],[]
Q6806015,[],[],[],[],[],[]
Q746879,[],['q145'],[],[],"['q3343298', 'q10498148', 'q327333']",[]
Q266750,[],[],[],[],['q28640'],[]
Q1060893,[],['q30'],[],[],[],[]
Q3624153,[],[],[],[],"['q968159', 'q1792644', 'q111676757']",[]
Q3293439,[],[],[],[],['q349'],[]
Q192292,[],[],[],[],"['q111676757', 'q11862829']",[]
Q2247727,[],[],[],[],['q7777573'],[]
Q1128906,[],[],[],[],[],[]
